Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Caroline Alexander,F,United Kingdom,GBR,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Caroline Alexander,F,United Kingdom,GBR,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,True
Caroline Alexander,F,United Kingdom,GBR,2000,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal,Cycling,CTR,True,False
Katie Archibald,F,United Kingdom,GBR,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold,Cycling,CTR,True,True
Elizabeth (-deignan),F,United Kingdom,GBR,2012,London,Cycling,"Cycling Women's Road Race, Individual",Silver,Cycling,CTR,True,True
Elizabeth (-deignan),F,United Kingdom,GBR,2012,London,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,True
Elizabeth (-deignan),F,United Kingdom,GBR,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Elinor Barker,F,United Kingdom,GBR,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold,Cycling,CTR,True,True
Maria (-porter),F,United Kingdom,GBR,1984,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Maria (-porter),F,United Kingdom,GBR,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
Lisa Brambani,F,United Kingdom,GBR,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,False,True
Nicole Cooke,F,United Kingdom,GBR,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,True
Nicole Cooke,F,United Kingdom,GBR,2004,Athina,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,True
Nicole Cooke,F,United Kingdom,GBR,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",Gold,Cycling,CTR,True,False
Nicole Cooke,F,United Kingdom,GBR,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,No medal,Cycling,CTR,True,False
Nicole Cooke,F,United Kingdom,GBR,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,Cycling,CTR,True,False
