Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Alassane Bah,M,Guinea,GUI,1988,Seoul,Athletics,Athletics Men's Marathon,No medal,Athletics,ATH,False,True
Mamadou Barry,M,Guinea,GUI,2012,London,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,False,True
Sekou Camara,M,Guinea,GUI,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,False,True
Mohamed Dansoko,M,Guinea,GUI,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,False,True
Mohamed Diakit,M,Guinea,GUI,1980,Moskva,Athletics,Athletics Men's 400 metres,No medal,Athletics,ATH,False,True
Soriba Diakit,M,Guinea,GUI,1992,Barcelona,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Soriba Diakit,M,Guinea,GUI,1992,Barcelona,Athletics,Athletics Men's Long Jump,No medal,Athletics,ATH,True,True
Nabie Fofanah,M,Guinea,GUI,2004,Athina,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Nabie Fofanah,M,Guinea,GUI,2004,Athina,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Nabie Fofanah,M,Guinea,GUI,2008,Beijing,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,False
Paul Haba,M,Guinea,GUI,1980,Moskva,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Paul Haba,M,Guinea,GUI,1980,Moskva,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Joseph Loua,M,Guinea,GUI,1996,Atlanta,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Joseph Loua,M,Guinea,GUI,2000,Sydney,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,False
Robert Loua,M,Guinea,GUI,1988,Seoul,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,True
Robert Loua,M,Guinea,GUI,1988,Seoul,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Robert Loua,M,Guinea,GUI,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal,Athletics,ATH,True,False
Alpha Savan,M,Guinea,GUI,1992,Barcelona,Athletics,Athletics Men's 200 metres,No medal,Athletics,ATH,True,True
Alpha Savan,M,Guinea,GUI,1992,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True,True
Alpha Savan,M,Guinea,GUI,1996,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,No medal,Athletics,ATH,True,False
Mohamed Savan,M,Guinea,GUI,1992,Barcelona,Athletics,Athletics Men's 800 metres,No medal,Athletics,ATH,True,True
Mohamed Savan,M,Guinea,GUI,1992,Barcelona,Athletics,"Athletics Men's 1,500 metres",No medal,Athletics,ATH,True,True
