Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Ali Ali,M,Tunisia,TUN,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Ali Ali,M,Tunisia,TUN,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Rafa Al-chtioui,M,Tunisia,TUN,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Mohamed El-kemissi,M,Tunisia,TUN,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Mohamed El-kemissi,M,Tunisia,TUN,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Bechir Mardassi,M,Tunisia,TUN,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Bechir Mardassi,M,Tunisia,TUN,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
Ali Al-nouisri,M,Tunisia,TUN,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,False,True
Mohamed Touati,M,Tunisia,TUN,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal,Cycling,CTR,True,True
Mohamed Touati,M,Tunisia,TUN,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal,Cycling,CTR,True,True
