Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Jonas Bade,M,Papua New Guinea,PNG,1988,Seoul,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Washington Banian,M,Papua New Guinea,PNG,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Howard Gereo,M,Papua New Guinea,PNG,1996,Atlanta,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False
Lynch Ipera,M,Papua New Guinea,PNG,1996,Atlanta,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,False
Thadius Katua,M,Papua New Guinea,PNG,2016,Rio de Janeiro,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,False
Steven Kevi,M,Papua New Guinea,PNG,1992,Barcelona,Boxing,Boxing Men's Featherweight,No medal,Boxing,BOX,True
Steven Kevi,M,Papua New Guinea,PNG,1996,Atlanta,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,True
Henry Kungsi,M,Papua New Guinea,PNG,1992,Barcelona,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True
Henry Kungsi,M,Papua New Guinea,PNG,1996,Atlanta,Boxing,Boxing Men's Lightweight,No medal,Boxing,BOX,True
Hubert Meta,M,Papua New Guinea,PNG,1992,Barcelona,Boxing,Boxing Men's Light-Welterweight,No medal,Boxing,BOX,False
Ronnie Noan,M,Papua New Guinea,PNG,1992,Barcelona,Boxing,Boxing Men's Flyweight,No medal,Boxing,BOX,False
John Sem,M,Papua New Guinea,PNG,1992,Barcelona,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False
Tumat Sogolik,M,Papua New Guinea,PNG,1976,Montreal,Boxing,Boxing Men's Bantamweight,No medal,Boxing,BOX,False
Jack Willie,M,Papua New Guinea,PNG,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
Zoffa Yarawi,M,Papua New Guinea,PNG,1976,Montreal,Boxing,Boxing Men's Light-Flyweight,No medal,Boxing,BOX,False
John Ume,M,Papua New Guinea,PNG,2020,Tokyo,Boxing,Men's Light (57-63kg),No medal,Men's,BOX,True
John Ume,M,Papua New Guinea,PNG,2024,Paris,Boxing,Men's 63.5kg,No medal,Men's,BOX,True
