Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Chang Hao,M,Chinese Taipei,TPE,2008,Beijing,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,True
Chang Hao,M,Chinese Taipei,TPE,2012,London,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Chang Hao,M,Chinese Taipei,TPE,2016,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Chang Jen-chih,M,Chinese Taipei,TPE,1968,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Chen Chih-fu,M,Chinese Taipei,TPE,1968,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,False,True
Chen Hsiu-hsiung,M,Chinese Taipei,TPE,1968,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,No medal,Sailing,SAL,True,True
Chen Hsiu-hsiung,M,Chinese Taipei,TPE,1972,Munich,Sailing,Sailing Mixed One Person Dinghy,No medal,Sailing,SAL,True,False
Wei Huang,M,Chinese Taipei,TPE,1996,Atlanta,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,True
Wei Huang,M,Chinese Taipei,TPE,2000,Sydney,Sailing,Sailing Men's Windsurfer,No medal,Sailing,SAL,True,False
Lim Kui-aon,M,Chinese Taipei,TPE,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,Sailing,SAL,False,True
Lim Yal-aon,M,Chinese Taipei,TPE,1984,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,No medal,Sailing,SAL,False,True
Brady Sih,M,Chinese Taipei,TPE,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,False,True
Bryant Sih,M,Chinese Taipei,TPE,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,No medal,Sailing,SAL,False,True
