Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Ioanna Khristou,F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Individual",No medal,Fencing,FEN,True
Ioanna Khristou,F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Team",No medal,Fencing,FEN,True
Aikaterini-Maria Kontokhristopoulou,F,Greece,GRE,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",No medal,Fencing,FEN,False
Dimitra Magkanoudaki,F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Individual",No medal,Fencing,FEN,True
Dimitra Magkanoudaki,F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Team",No medal,Fencing,FEN,True
Maria Rentoumi,F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's Foil, Individual",No medal,Fencing,FEN,False
Niki-Katerina (-khristodoulou),F,Greece,GRE,1996,Atlanta,Fencing,"Fencing Women's epee, Individual",No medal,Fencing,FEN,True
Niki-Katerina (-khristodoulou),F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Individual",No medal,Fencing,FEN,True
Niki-Katerina (-khristodoulou),F,Greece,GRE,2004,Athina,Fencing,"Fencing Women's epee, Team",No medal,Fencing,FEN,True
Vasiliki Vougiouka,F,Greece,GRE,2012,London,Fencing,"Fencing Women's Sabre, Individual",No medal,Fencing,FEN,True
Vasiliki Vougiouka,F,Greece,GRE,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",No medal,Fencing,FEN,True
Theodora Gkountoura,F,Greece,GRE,2020,Tokyo,Fencing,Women's Sabre Individual,No medal,Women's,FEN,True
Theodora Gkountoura,F,Greece,GRE,2024,Paris,Fencing,Women's Sabre Individual,No medal,Women's,FEN,True
