Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Hwang Gyeong-seon,F,South Korea,KOR,2004,Athina,Taekwondo,Taekwondo Women's Welterweight,Bronze,Taekwondo,TKW,True
Hwang Gyeong-seon,F,South Korea,KOR,2008,Beijing,Taekwondo,Taekwondo Women's Welterweight,Gold,Taekwondo,TKW,True
Hwang Gyeong-seon,F,South Korea,KOR,2012,London,Taekwondo,Taekwondo Women's Welterweight,Gold,Taekwondo,TKW,True
Im Su-jeong,F,South Korea,KOR,2008,Beijing,Taekwondo,Taekwondo Women's Featherweight,Gold,Taekwondo,TKW,False
Jang Ji-won,F,South Korea,KOR,2004,Athina,Taekwondo,Taekwondo Women's Featherweight,Gold,Taekwondo,TKW,False
Jung Jae-eun,F,South Korea,KOR,2000,Sydney,Taekwondo,Taekwondo Women's Featherweight,Gold,Taekwondo,TKW,False
Kim So-hui,F,South Korea,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Gold,Taekwondo,TKW,False
Lee In-jong,F,South Korea,KOR,2012,London,Taekwondo,Taekwondo Women's Heavyweight,No medal,Taekwondo,TKW,False
Lee Seon-hui,F,South Korea,KOR,2000,Sydney,Taekwondo,Taekwondo Women's Welterweight,Gold,Taekwondo,TKW,False
Oh Hye-ri,F,South Korea,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Gold,Taekwondo,TKW,False
Ahreum Lee,F,South Korea,KOR,2020,Tokyo,Taekwondo,Women -57kg,No medal,Women,TKW,False
Dabin Lee,F,South Korea,KOR,2020,Tokyo,Taekwondo,Women +67kg,Silver,Women,TKW,False
Jaeyoung Sim,F,South Korea,KOR,2020,Tokyo,Taekwondo,Women -49kg,No medal,Women,TKW,False
